,Name,Cost,Protein (g),Calories,Fat (g),Servings,Preparation Time (m),Health Score,Gluten Free,Vegetarian,Dairy Free,name lower,Food Type,Meat Type
534,Buffalo Wing Hummus,0.022727272727272724,0.01904761904761905,0.007386888273314866,0.0030581039755351682,0.05084745762711865,0.061068702290076333,0.047619047619047616,True,True,True,buffalo wing hummus,Dip/Sauce,Vegetarian
535,Authentic Italian Biscotti,0.011363636363636364,0.009523809523809525,0.012619267466912895,0.0061162079510703364,0.4915254237288136,0.061068702290076333,0.015873015873015872,False,True,True,authentic italian biscotti,Poultry,Meat
536,Eggless Blueberry and White Chocolate Baked Cheesecake,0.24431818181818182,0.08571428571428572,0.16620498614958448,0.11314984709480122,0.0847457627118644,0.1297709923664122,0.031746031746031744,False,False,False,eggless blueberry and white chocolate baked cheesecake,Dessert,Vegetarian
537,Crispy Buttermilk Fried Chicken,0.10984848484848483,0.1523809523809524,0.07602339181286549,0.045871559633027525,0.03389830508474576,0.061068702290076333,0.06349206349206349,False,False,False,crispy buttermilk fried chicken,Dessert,Vegetarian
538,Wholemeal Cake,0.11553030303030302,0.08571428571428572,0.12896275777162203,0.08256880733944955,0.01694915254237288,0.061068702290076333,0.1111111111111111,False,True,False,wholemeal cake,Dessert,Vegetarian
539,Apple Pie Honey Wheat Scones,0.08522727272727272,0.047619047619047616,0.08956602031394276,0.045871559633027525,0.05084745762711865,0.061068702290076333,0.047619047619047616,False,True,False,apple pie honey wheat scones,Dessert,Vegetarian
540,Brussels Sprouts In Honey Butter With Chili Flakes,0.10227272727272725,0.02857142857142857,0.014773776546629732,0.0061162079510703364,0.03389830508474576,0.061068702290076333,0.15873015873015872,True,True,False,brussels sprouts in honey butter with chili flakes,Veggies/Beans,Vegetarian
541,Sausage & Pepperoni Stromboli,0.481060606060606,0.3142857142857143,0.20806401969836874,0.13761467889908258,0.03389830508474576,0.035114503816793895,0.12698412698412698,False,False,False,sausage & pepperoni stromboli,Pork,Meat
542,Caramelized Tofu & Gala Apple Salad,0.46022727272727276,0.1523809523809524,0.10187750076946753,0.05198776758409786,0.0,0.061068702290076333,0.1111111111111111,True,True,False,caramelized tofu & gala apple salad,Dessert,Vegetarian
543,Healthy Black Forest Baked Oatmeal,0.15340909090909088,0.06666666666666667,0.07479224376731301,0.021406727828746176,0.00847457627118644,0.061068702290076333,0.09523809523809523,True,False,False,healthy black forest baked oatmeal,Breakfast,Vegetarian
544,Charred Onion Dip w. Steamed Red Potatoes for Dipping,0.08522727272727272,0.02857142857142857,0.032317636195752536,0.03058103975535168,0.03389830508474576,0.061068702290076333,0.015873015873015872,True,True,False,charred onion dip w. steamed red potatoes for dipping,Grain/Pasta/Starch,Vegetarian
545,Ratatouille With Brie,0.365530303030303,0.13333333333333333,0.14681440443213298,0.13761467889908258,0.01694915254237288,0.061068702290076333,0.23809523809523808,True,True,False,ratatouille with brie,Comfort,Vegetarian
546,Chinese Potstickers,0.028409090909090908,0.01904761904761905,0.018467220683287166,0.01529051987767584,0.1864406779661017,0.061068702290076333,0.015873015873015872,False,False,True,chinese potstickers,Comfort,Vegetarian
547,Lemon Quick Bread,0.05492424242424243,0.01904761904761905,0.03447214527546937,0.0,0.11016949152542373,0.061068702290076333,0.031746031746031744,False,False,False,lemon quick bread,Grain/Pasta/Starch,Vegetarian
548,Cheddar Chile Beer Bread,0.09659090909090909,0.08571428571428572,0.05847953216374269,0.021406727828746176,0.0847457627118644,0.061068702290076333,0.1746031746031746,False,True,False,cheddar chile beer bread,Grain/Pasta/Starch,Vegetarian
549,Buffalo Ranch Chicken Dip,0.5624999999999999,0.2571428571428571,0.22776238842720836,0.20795107033639143,0.0423728813559322,0.061068702290076333,0.30158730158730157,True,False,False,buffalo ranch chicken dip,Poultry,Meat
550,Soft Croatian corn bread - proja,0.17234848484848483,0.1619047619047619,0.18497999384425978,0.07951070336391437,0.03389830508474576,0.061068702290076333,0.23809523809523808,False,True,False,soft croatian corn bread - proja,Grain/Pasta/Starch,Vegetarian
551,Fresh Green Bean and Tomato Salad with Creamy Garlic Dressing,0.3712121212121212,0.05714285714285714,0.056632810095413974,0.03669724770642202,0.01694915254237288,0.061068702290076333,0.49206349206349204,True,True,True,fresh green bean and tomato salad with creamy garlic dressing,Veggies/Beans,Vegetarian
552,Delicious Triple Chocolate Bundt Cake,0.14204545454545453,0.06666666666666667,0.16866728224068944,0.045871559633027525,0.03389830508474576,0.07633587786259542,0.015873015873015872,False,False,False,delicious triple chocolate bundt cake,Dessert,Vegetarian
553,Monastery soup,0.28977272727272724,0.0761904761904762,0.07540781779008926,0.024464831804281346,0.01694915254237288,0.061068702290076333,0.9206349206349206,True,True,True,monastery soup,Soup,Vegetarian
554,Vegan Chocolate Banana Pie,0.20454545454545456,0.02857142857142857,0.10280086180363189,0.05198776758409786,0.03389830508474576,0.061068702290076333,0.047619047619047616,False,False,True,vegan chocolate banana pie,Dessert,Vegetarian
555,Dandelion pesto,0.24431818181818182,0.01904761904761905,0.05509387503847338,0.06116207951070336,0.01694915254237288,0.061068702290076333,0.15873015873015872,True,True,True,dandelion pesto,Dip/Sauce,Vegetarian
556,Easy Chicken Cordon Bleu,0.03787878787878787,0.05714285714285714,0.03631886734379809,0.021406727828746176,0.05084745762711865,0.061068702290076333,0.015873015873015872,False,False,False,easy chicken cordon bleu,Poultry,Meat
557,Banana Foster Bread Pudding,0.32386363636363635,0.11428571428571428,0.3160972606955986,0.13761467889908258,0.05084745762711865,0.061068702290076333,0.09523809523809523,False,True,False,banana foster bread pudding,Dessert,Vegetarian
558,Semi Ripe Plantain Pottage,0.5416666666666666,0.21904761904761905,0.1745152354570637,0.009174311926605505,0.0,0.061068702290076333,0.6825396825396826,True,False,True,semi ripe plantain pottage,Grain/Pasta/Starch,Vegetarian
559,Alouette Crème De Brie Shrimp Cups,0.041666666666666664,0.01904761904761905,0.007694675284702986,0.009174311926605505,0.23728813559322035,0.061068702290076333,0.0,False,False,False,alouette crème de brie shrimp cups,Seafood,Meat
560,Parmesan Mashed Potatoes,0.26515151515151514,0.1523809523809524,0.20744844567559248,0.1559633027522936,0.01694915254237288,0.061068702290076333,0.1111111111111111,True,False,False,parmesan mashed potatoes,Grain/Pasta/Starch,Vegetarian
561,Key Lime Pie,0.34469696969696967,0.1523809523809524,0.2311480455524777,0.08256880733944955,0.025423728813559324,0.01984732824427481,0.14285714285714285,False,False,False,key lime pie,Dessert,Vegetarian
562,Creamy Potato Salad with Cashew Dressing and Fresh Basil,0.34848484848484845,0.0761904761904762,0.08648815020006156,0.05198776758409786,0.03389830508474576,0.061068702290076333,0.4603174603174603,True,False,True,creamy potato salad with cashew dressing and fresh basil,Grain/Pasta/Starch,Vegetarian
563,Easy Chicken with White Wine Sauce,0.4166666666666667,0.2857142857142857,0.07232994767620807,0.021406727828746176,0.01694915254237288,0.061068702290076333,0.1746031746031746,True,False,True,easy chicken with white wine sauce,Poultry,Meat
564,Pesto & Yogurt Pasta,0.2803030303030303,0.12380952380952381,0.11018775007694676,0.045871559633027525,0.01694915254237288,0.061068702290076333,0.873015873015873,False,False,False,pesto & yogurt pasta,Grain/Pasta/Starch,Vegetarian
565,Chili chops with cauliflower salad,0.5606060606060606,0.3238095238095238,0.13573407202216067,0.07951070336391437,0.01694915254237288,0.061068702290076333,0.6349206349206349,True,False,False,chili chops with cauliflower salad,Veggies/Beans,Vegetarian
566,Shortbread Lemon Bars,0.06060606060606061,0.0380952380952381,0.07232994767620807,0.027522935779816515,0.059322033898305086,0.09923664122137404,0.015873015873015872,False,True,False,shortbread lemon bars,Dessert,Vegetarian
567,Easy Vegetable Fried Rice,0.11363636363636363,0.06666666666666667,0.06863650353955063,0.03058103975535168,0.01694915254237288,0.022900763358778626,0.09523809523809523,True,True,False,easy vegetable fried rice,Veggies/Beans,Vegetarian
568,Homemade King Ranch Chicken Casserole,0.46401515151515155,0.3333333333333333,0.16589719913819637,0.08868501529051988,0.03389830508474576,0.0916030534351145,0.20634920634920634,False,False,False,homemade king ranch chicken casserole,Poultry,Meat
569,Crispy Baked Green Bean Fries,0.6174242424242423,0.3047619047619048,0.2043705755617113,0.14984709480122324,0.0,0.061068702290076333,0.36507936507936506,True,True,True,crispy baked green bean fries,Dessert,Vegetarian
570,Classic Eggs Benedict,0.1590909090909091,0.13333333333333333,0.05694059710680209,0.027522935779816515,0.01694915254237288,0.061068702290076333,0.047619047619047616,False,False,True,classic eggs benedict,Breakfast,Vegetarian
571,Creamy Cauliflower Chowder,0.20454545454545456,0.1619047619047619,0.10495537088334872,0.0764525993883792,0.05084745762711865,0.05343511450381679,0.1111111111111111,False,False,False,creamy cauliflower chowder,Veggies/Beans,Vegetarian
572,Green Bean Poriyal,0.045454545454545456,0.009523809523809525,0.017851646660510926,0.01529051987767584,0.03389830508474576,0.061068702290076333,0.047619047619047616,True,True,True,green bean poriyal,Veggies/Beans,Vegetarian
573,Homemade Oatmeal Cream Pies,0.12121212121212122,0.02857142857142857,0.1634349030470914,0.09480122324159021,0.06779661016949153,0.061068702290076333,0.015873015873015872,False,False,False,homemade oatmeal cream pies,Dessert,Vegetarian
574,Swordfish with Orange Caramel Sauce,0.8390151515151514,0.4095238095238095,0.16589719913819637,0.0856269113149847,0.01694915254237288,0.061068702290076333,0.4603174603174603,False,False,False,swordfish with orange caramel sauce,Dessert,Vegetarian
575,Glazed pork chops,0.3844696969696969,0.29523809523809524,0.1378885811018775,0.09785932721712538,0.01694915254237288,0.061068702290076333,0.14285714285714285,True,False,False,glazed pork chops,Pork,Meat
576,Cinnamon Mocha Quick Bread,0.03787878787878787,0.047619047619047616,0.09295167743921207,0.027522935779816515,0.11864406779661017,0.061068702290076333,0.031746031746031744,False,True,False,cinnamon mocha quick bread,Grain/Pasta/Starch,Vegetarian
577,BBQ Beef Brisket,0.5738636363636364,0.45714285714285713,0.15420129270544783,0.06422018348623854,0.05084745762711865,0.061068702290076333,0.30158730158730157,True,False,True,bbq beef brisket,Beef,Meat
578,Caramel Macchiato Cake,0.28409090909090906,0.06666666666666667,0.1963681132656202,0.07033639143730887,0.06779661016949153,0.26717557251908397,0.015873015873015872,False,False,False,caramel macchiato cake,Dessert,Vegetarian
579,Peach Coconut Ice Cream,0.12878787878787876,0.01904761904761905,0.0538627269929209,0.04281345565749235,0.1016949152542373,0.061068702290076333,0.031746031746031744,True,True,False,peach coconut ice cream,Dessert,Vegetarian
580,Cranberry Apple Crisp,0.28409090909090906,0.05714285714285714,0.252693136349646,0.11314984709480122,0.01694915254237288,0.061068702290076333,0.06349206349206349,False,True,False,cranberry apple crisp,Dessert,Vegetarian
581,White Chocolate Cherry Hand Pies,0.12121212121212122,0.05714285714285714,0.09479839950754078,0.0581039755351682,0.06779661016949153,0.061068702290076333,0.047619047619047616,False,False,False,white chocolate cherry hand pies,Dessert,Vegetarian
582,Nutella Buttercream Cupcakes with Hidden Cadbury Egg,0.0946969696969697,0.09523809523809523,0.07048322560787934,0.06422018348623854,0.03389830508474576,0.04580152671755725,0.047619047619047616,True,True,False,nutella buttercream cupcakes with hidden cadbury egg,Dessert,Vegetarian
583,Creamsicle Cookies,0.026515151515151512,0.01904761904761905,0.033548784241305016,0.01529051987767584,0.288135593220339,0.03816793893129771,0.0,False,False,False,creamsicle cookies,Dessert,Vegetarian
584,Zabaglione with Roasted Plums,0.2140151515151515,0.0380952380952381,0.06371191135734072,0.01529051987767584,0.01694915254237288,0.022900763358778626,0.06349206349206349,True,True,True,zabaglione with roasted plums,Dessert,Vegetarian
585,Pork chops with apples and onions,0.46969696969696967,0.34285714285714286,0.14465989535241613,0.0764525993883792,0.01694915254237288,0.061068702290076333,0.23809523809523808,True,False,False,pork chops with apples and onions,Pork,Meat
586,The Scotch Egg,0.32386363636363635,0.21904761904761905,0.16097260695598645,0.12844036697247707,0.03389830508474576,0.061068702290076333,0.09523809523809523,False,False,True,the scotch egg,Breakfast,Vegetarian
587,Flawless Chocolate Fudge,0.05492424242424243,0.01904761904761905,0.0855647891658972,0.03058103975535168,0.11864406779661017,0.08396946564885496,0.015873015873015872,True,False,False,flawless chocolate fudge,Dessert,Vegetarian
588,Cherry Coconut Milk Smoothie,0.3787878787878788,0.0380952380952381,0.08987380732533087,0.05198776758409786,0.0,0.061068702290076333,0.19047619047619047,True,True,True,cherry coconut milk smoothie,Beverage,Vegetarian
589,Vegetarian Spring Rolls With Garlic Lime Sauce,0.15530303030303028,0.02857142857142857,0.03693444136657433,0.0030581039755351682,0.06779661016949153,0.061068702290076333,0.4126984126984127,True,False,True,vegetarian spring rolls with garlic lime sauce,Veggies/Beans,Vegetarian
590,Barbecued Shrimp & Grits,0.7594696969696969,0.44761904761904764,0.19790704832256079,0.09480122324159021,0.03389830508474576,0.061068702290076333,0.19047619047619047,True,False,False,barbecued shrimp & grits,Seafood,Meat
591,Crepes Suzette,0.16477272727272727,0.10476190476190476,0.18467220683287167,0.11926605504587157,0.01694915254237288,0.061068702290076333,0.07936507936507936,False,True,False,crepes suzette,Dessert,Vegetarian
592,Cherry ice cream,0.09848484848484848,0.01904761904761905,0.07571560480147738,0.06116207951070336,0.05084745762711865,0.5419847328244275,0.015873015873015872,True,True,False,cherry ice cream,Dessert,Vegetarian
593,Mangolicious Upside Down Cake,0.12121212121212122,0.02857142857142857,0.08433364112034472,0.039755351681957186,0.0847457627118644,0.061068702290076333,0.031746031746031744,False,True,False,mangolicious upside down cake,Dessert,Vegetarian
594,"DAIRY-FREE COCOA CUPCAKES WITH PEANUT BUTTER FILLING, MARSHMALLOW FROSTING",0.12689393939393936,0.06666666666666667,0.10926438904278239,0.05504587155963303,0.0847457627118644,0.061068702290076333,0.047619047619047616,False,False,True,"dairy-free cocoa cupcakes with peanut butter filling, marshmallow frosting",Dessert,Vegetarian
595,Toasted Marshmallow Ice Cream,0.12689393939393936,0.0380952380952381,0.10372422283779624,0.07951070336391437,0.05084745762711865,0.061068702290076333,0.015873015873015872,True,False,False,toasted marshmallow ice cream,Dessert,Vegetarian
596,Grilled Lemon Garlic Chicken,0.45265151515151514,0.45714285714285713,0.11542012927054478,0.06116207951070336,0.01694915254237288,0.061068702290076333,0.4126984126984127,True,False,True,grilled lemon garlic chicken,Poultry,Meat
597,BBQ Mac and Cheese,0.3371212121212121,0.3523809523809524,0.24684518313327178,0.0764525993883792,0.01694915254237288,0.061068702290076333,0.38095238095238093,False,False,False,bbq mac and cheese,Comfort,Vegetarian
598,Favorite Moist Chocolate Cake,0.1856060606060606,0.06666666666666667,0.11511234225915666,0.07033639143730887,0.0847457627118644,0.061068702290076333,0.06349206349206349,False,False,False,favorite moist chocolate cake,Dessert,Vegetarian
599,Minestrone Soup,0.37689393939393934,0.19047619047619047,0.10403200984918437,0.04892966360856269,0.05084745762711865,0.061068702290076333,0.2698412698412698,False,False,False,minestrone soup,Soup,Vegetarian
